PLACA,viajes,toneladas,dias_activos,corredores,flota,tipologia,viajes_mes,meses_activos,estabilidad,indice_utilizacion
SXV672,109,3175.079,104,20,Flota Propia,TRACTOMULA,6.09,18,1.0,0.81
SXV706,1,31.844,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SXV709,2,54.716,2,2,Empresas,TRACTOMULA,0.11,2,0.11,0.01
SXV755,1,28.765,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SXV757,5,137.425,5,2,Empresas,TRACTOMULA,0.28,4,0.22,0.04
SXV772,1,34.5,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SXV793,4,124.203,4,3,Empresas,TRACTOMULA,0.22,4,0.22,0.03
SXV799,28,909.717,27,13,Terceros,TRACTOMULA,1.56,5,0.28,0.21
SXV809,1,33.25,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SXV841,1,34.5,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SXV862,1,30.332,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SXV868,1,33.57599999999999,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SXV891,28,901.394,28,16,Terceros,TRACTOMULA,1.56,15,0.83,0.21
SXV911,1,33.425999999999995,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SXV918,1,27.617,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SXV920,48,823.877,47,5,Empresas,TRACTOMULA,2.68,18,1.0,0.36
SXV942,1,34.0,1,1,Terceros,TRACTOMULA,0.06,1,0.06,0.01
SXV954,6,182.504,6,5,Empresas,TRACTOMULA,0.34,4,0.22,0.05
SXV980,1,33.226,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SXW007,3,93.732,3,2,Empresas,TRACTOMULA,0.17,3,0.17,0.02
SXW027,1,18.869,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SXW033,1,21.382,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SXW039,2,64.158,2,2,Empresas,TRACTOMULA,0.11,1,0.06,0.01
SXW040,2,37.362,2,1,Empresas,TRACTOMULA,0.11,2,0.11,0.01
SXW050,39,1180.68,39,15,Terceros,TRACTOMULA,2.18,17,0.94,0.29
SXW072,1,33.337,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SXW084,1,33.43,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SXW106,1,33.528,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SXW152,9,280.767,9,7,Empresas,TRACTOMULA,0.5,6,0.33,0.07
SXW213,1,16.775,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SXW228,2,17.133000000000003,2,2,Empresas,SENCILLO,0.11,2,0.11,0.01
SXX017,1,34.5,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SXX058,1,33.066,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SXX386,1,0.76,1,1,Terceros,CAMIONETA,0.06,1,0.06,0.01
SXX653,32,1016.255,32,13,Terceros,TRACTOMULA,1.79,18,1.0,0.24
SXY175,4,16.07,4,3,Empresas,TURBO,0.22,3,0.17,0.03
SXY997,55,891.255,53,22,Terceros,TRACTOMULA,3.07,13,0.72,0.41
SXZ209,9,286.02,9,4,Empresas,TRACTOMULA,0.5,5,0.28,0.07
SXZ211,4,114.86399999999999,4,2,Empresas,TRACTOMULA,0.22,3,0.17,0.03
SXZ221,114,459.709,98,10,Terceros,TURBO,6.37,9,0.5,0.84
SXZ309,4,36.237,3,3,Terceros,SENCILLO,0.22,2,0.11,0.03
SXZ787,14,36.327,13,9,Terceros,TURBO,0.78,6,0.33,0.1
SYB906,26,225.761,25,10,Terceros,SENCILLO,1.45,6,0.33,0.19
SYK264,241,7588.053,223,8,Terceros,TRACTOMULA,13.46,18,1.0,1.5
SYK284,34,549.836,34,9,Empresas,TRACTOMULA,1.9,15,0.83,0.25
SYK431,2,30.119,2,2,Terceros,TRACTOMULA,0.11,2,0.11,0.01
SYK456,2,61.457,2,2,Empresas,TRACTOMULA,0.11,2,0.11,0.01
SYK506,2,30.531,2,2,Empresas,DOBLETROQUE,0.11,2,0.11,0.01
SYK513,1,34.5,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SYK707,6,196.516,6,6,Terceros,TRACTOMULA,0.34,5,0.28,0.05
SYK717,1,32.092,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SYK776,148,1334.217,128,26,Terceros,SENCILLO,8.27,12,0.67,1.1
SYK831,97,786.115,91,26,Terceros,SENCILLO,5.42,18,1.0,0.72
SYK865,37,591.9,37,9,Terceros,DOBLETROQUE,2.07,18,1.0,0.27
SYK922,1,25.558,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SYL029,14,451.29,14,8,Terceros,TRACTOMULA,0.78,2,0.11,0.1
SYL035,2,62.005,2,2,Empresas,TRACTOMULA,0.11,1,0.06,0.01
SYL186,1,33.31799999999999,1,1,Terceros,TRACTOMULA,0.06,1,0.06,0.01
SYL418,20,149.019,20,16,Terceros,SENCILLO,1.12,10,0.56,0.15
SYL588,2,36.932,2,1,Empresas,TRACTOMULA,0.11,2,0.11,0.01
SYL628,6,207.0,6,2,Empresas,TRACTOMULA,0.34,5,0.28,0.05
SYL994,151,2270.776,144,45,Terceros,DOBLETROQUE,8.43,17,0.94,1.12
SYM226,22,180.602,22,13,Terceros,SENCILLO,1.23,13,0.72,0.16
SYM356,1,8.977,1,1,Empresas,SENCILLO,0.06,1,0.06,0.01
SYM505,1,26.805,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SYN018,2,32.224000000000004,2,1,Empresas,DOBLETROQUE,0.11,1,0.06,0.01
SYQ044,1,9.6,1,1,Empresas,SENCILLO,0.06,1,0.06,0.01
SYQ116,307,2119.723,268,4,Terceros,SENCILLO,17.15,18,1.0,1.5
SYQ154,1,26.618000000000002,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SYQ460,187,1664.715,182,12,Terceros,SENCILLO,10.44,11,0.61,1.38
SYQ798,114,864.403,88,71,Terceros,SENCILLO,6.37,17,0.94,0.84
SYQ949,3,63.0,2,1,Empresas,TRACTOMULA,0.17,2,0.11,0.02
SYR425,1,7.838,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SYR609,2,28.189,2,2,Empresas,DOBLETROQUE,0.11,2,0.11,0.01
SYR763,5,133.734,5,4,Terceros,TRACTOMULA,0.28,4,0.22,0.04
SYR933,2,34.245000000000005,2,2,Empresas,TRACTOMULA,0.11,2,0.11,0.01
SYS039,2,61.812,2,2,Empresas,TRACTOMULA,0.11,2,0.11,0.01
SYS040,56,1767.036,55,16,Terceros,TRACTOMULA,3.13,18,1.0,0.42
SYS445,209,1820.723,200,16,Terceros,SENCILLO,11.67,18,1.0,1.5
SYS496,14,447.433,14,11,Terceros,TRACTOMULA,0.78,10,0.56,0.1
SYS532,35,304.482,28,4,Terceros,SENCILLO,1.95,4,0.22,0.26
SYS743,2,66.443,2,2,Terceros,TRACTOMULA,0.11,1,0.06,0.01
SYS747,1,32.926,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SYS748,5,94.411,5,1,Empresas,TRACTOMULA,0.28,5,0.28,0.04
SYS817,1,26.0,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SYS861,264,7624.543,244,8,Terceros,TRACTOMULA,14.75,18,1.0,1.5
SYT727,3,92.332,3,3,Terceros,TRACTOMULA,0.17,3,0.17,0.02
SYT752,2,12.099,2,1,Empresas,SENCILLO,0.11,1,0.06,0.01
SYT854,3,96.66,3,3,Empresas,TRACTOMULA,0.17,2,0.11,0.02
SYT916,2,65.84299999999999,2,2,Empresas,TRACTOMULA,0.11,2,0.11,0.01
SYT919,1,19.729,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SYT941,2,10.725999999999999,2,2,Empresas,TRACTOMULA,0.11,1,0.06,0.01
SYU005,2,64.544,2,1,Empresas,TRACTOMULA,0.11,2,0.11,0.01
SYU074,11,176.843,11,4,Terceros,TRACTOMULA,0.61,4,0.22,0.08
SYU076,1,33.0,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SYU098,34,508.291,34,6,Terceros,TRACTOMULA,1.9,15,0.83,0.25
SYU138,1,29.0,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SYU153,1,31.572000000000003,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SYU159,97,2858.212,97,20,Flota Propia,TRACTOMULA,5.42,17,0.94,0.72
SYU195,222,3509.572,191,15,Terceros,DOBLETROQUE,12.4,18,1.0,1.5
SYU217,1,33.611,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SYU227,4,70.126,4,2,Empresas,TRACTOMULA,0.22,3,0.17,0.03
SYU231,1,28.988999999999997,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SYU237,3,94.153,3,1,Empresas,TRACTOMULA,0.17,2,0.11,0.02
SYU238,31,1069.5,30,3,Empresas,TRACTOMULA,1.73,11,0.61,0.23
SYU254,1,32.884,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SYU282,2,54.900999999999996,2,1,Empresas,TRACTOMULA,0.11,2,0.11,0.01
SYU346,1,24.724000000000004,1,1,Terceros,TRACTOMULA,0.06,1,0.06,0.01
SYU510,1,13.555,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SYU675,67,2079.561,65,6,Empresas,TRACTOMULA,3.74,7,0.39,0.5
SYU687,1,33.684,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SYU761,1,32.248999999999995,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SYU784,2,31.982999999999997,2,2,Empresas,TRACTOMULA,0.11,2,0.11,0.01
SYU836,4,131.33599999999998,4,4,Terceros,TRACTOMULA,0.22,3,0.17,0.03
SYU841,1,33.567,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SYU924,1,34.5,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SYU952,2,7.564,2,1,Terceros,TURBO,0.11,1,0.06,0.01
SZ0260,1,28.0,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SZA291,80,2720.0,56,11,Terceros,TRACTOMULA,4.47,9,0.5,0.59
SZA426,10,340.0,10,7,Empresas,TRACTOMULA,0.56,7,0.39,0.07
SZK278,101,1507.611,32,3,Empresas,TRACTOMULA,5.64,12,0.67,0.75
SZK397,1,1.411,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SZK553,1,26.005000000000003,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SZL703,11,98.079,11,5,Empresas,SENCILLO,0.61,8,0.44,0.08
SZL812,1,0.56,1,1,Terceros,TURBO,0.06,1,0.06,0.01
SZN194,1,27.367,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SZN211,1,8.239,1,1,Empresas,SENCILLO,0.06,1,0.06,0.01
SZN234,60,1732.479,59,26,Terceros,TRACTOMULA,3.35,18,1.0,0.44
SZN279,1,8.399,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SZN337,34,736.989,34,10,Terceros,TRACTOMULA,1.9,15,0.83,0.25
SZN866,1,21.976,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SZO413,48,1582.0,47,19,Terceros,TRACTOMULA,2.68,12,0.67,0.36
SZO582,1,5.96,1,1,Empresas,SENCILLO,0.06,1,0.06,0.01
SZO624,3,103.5,3,1,Empresas,TRACTOMULA,0.17,3,0.17,0.02
SZP553,1,34.5,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SZP709,3,60.572,3,3,Empresas,TRACTOMULA,0.17,3,0.17,0.02
SZP756,1,10.731,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SZP960,1,10.429,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SZP966,3,89.0,3,3,Empresas,TRACTOMULA,0.17,3,0.17,0.02
SZP972,1,29.633,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SZQ215,1,15.853,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SZQ226,1,16.452,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SZQ232,1,34.5,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SZQ240,1,33.214,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SZQ244,4,138.0,4,2,Empresas,TRACTOMULA,0.22,3,0.17,0.03
SZQ245,4,137.5,4,2,Empresas,TRACTOMULA,0.22,2,0.11,0.03
SZQ267,1,3.088,1,1,Empresas,SENCILLO,0.06,1,0.06,0.01
SZQ270,5,131.02100000000002,4,2,Empresas,TRACTOMULA,0.28,4,0.22,0.04
SZQ359,1,8.264,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SZQ444,1,28.0,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SZQ594,16,258.669,16,11,Terceros,DOBLETROQUE,0.89,9,0.5,0.12
SZQ748,8,276.0,8,2,Empresas,TRACTOMULA,0.45,5,0.28,0.06
SZQ790,63,2111.4,41,7,Terceros,TRACTOMULA,3.52,7,0.39,0.47
SZQ827,2,63.705000000000005,2,2,Empresas,TRACTOMULA,0.11,1,0.06,0.01
SZQ855,29,471.171,29,5,Empresas,TRACTOMULA,1.62,15,0.83,0.21
SZQ885,15,251.721,15,7,Empresas,TRACTOMULA,0.84,11,0.61,0.11
SZQ988,1,18.101,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SZR050,1,4.475,1,1,Empresas,SENCILLO,0.06,1,0.06,0.01
SZR095,3,18.676000000000002,3,3,Empresas,SENCILLO,0.17,2,0.11,0.02
SZS239,2,44.0,2,1,Empresas,TRACTOMULA,0.11,2,0.11,0.01
SZS820,6,148.4,6,2,Empresas,TRACTOMULA,0.34,4,0.22,0.05
SZS833,4,107.1,4,1,Empresas,TRACTOMULA,0.22,2,0.11,0.03
SZS899,1,34.5,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SZS910,2,68.5,2,2,Empresas,TRACTOMULA,0.11,2,0.11,0.01
SZT318,100,706.937,98,7,Terceros,SENCILLO,5.59,18,1.0,0.74
SZT521,1,2.588,1,1,Empresas,SENCILLO,0.06,1,0.06,0.01
SZT634,2,35.309,2,1,Empresas,TRACTOMULA,0.11,2,0.11,0.01
SZT884,2,8.32,2,2,Empresas,TURBO,0.11,2,0.11,0.01
SZU857,7,131.302,7,2,Empresas,TRACTOMULA,0.39,6,0.33,0.05
SZU859,2,46.168,2,2,Empresas,TRACTOMULA,0.11,2,0.11,0.01
SZV288,1,31.134,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SZV546,35,183.42600000000002,35,9,Terceros,TURBO,1.95,3,0.17,0.26
SZV600,1,31.724,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SZW128,1,34.5,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SZW145,2,63.558,2,2,Empresas,TRACTOMULA,0.11,2,0.11,0.01
SZW147,1,9.100000000000001,1,1,Empresas,SENCILLO,0.06,1,0.06,0.01
SZW185,3,17.996000000000002,2,2,Empresas,SENCILLO,0.17,2,0.11,0.02
SZW336,1,27.0,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SZW379,2,20.7,2,1,Empresas,TRACTOMULA,0.11,2,0.11,0.01
SZW380,3,99.03899999999999,3,3,Empresas,TRACTOMULA,0.17,3,0.17,0.02
SZW827,3,100.806,3,2,Empresas,TRACTOMULA,0.17,3,0.17,0.02
SZW852,12,388.056,12,6,Empresas,TRACTOMULA,0.67,8,0.44,0.09
SZW891,1,31.92,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SZW896,8,276.0,8,2,Empresas,TRACTOMULA,0.45,6,0.33,0.06
SZW978,19,587.77,19,14,Terceros,TRACTOMULA,1.06,13,0.72,0.14
SZW979,3,103.5,3,2,Empresas,TRACTOMULA,0.17,3,0.17,0.02
SZX003,267,8500.545,244,5,Terceros,TRACTOMULA,14.91,15,0.83,1.5
SZX031,24,740.8870000000001,23,5,Terceros,TRACTOMULA,1.34,13,0.72,0.18
SZX034,10,160.272,10,1,Empresas,TRACTOMULA,0.56,8,0.44,0.07
SZX048,2,68.5,2,2,Empresas,TRACTOMULA,0.11,2,0.11,0.01
SZX060,2,36.321,2,1,Empresas,TRACTOMULA,0.11,1,0.06,0.01
SZX096,165,5042.895,158,10,Terceros,TRACTOMULA,9.22,18,1.0,1.22
SZX209,1,31.188,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SZX211,2,47.554,2,1,Empresas,TRACTOMULA,0.11,2,0.11,0.01
SZX301,5,164.187,5,3,Terceros,TRACTOMULA,0.28,2,0.11,0.04
SZX317,1,31.444000000000003,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SZX415,49,1550.795,49,20,Terceros,TRACTOMULA,2.74,17,0.94,0.36
SZX441,11,305.496,11,8,Terceros,TRACTOMULA,0.61,7,0.39,0.08
SZX500,16,267.75,16,5,Empresas,TRACTOMULA,0.89,8,0.44,0.12
SZX536,2,64.109,2,2,Empresas,TRACTOMULA,0.11,1,0.06,0.01
SZX568,21,407.08799999999997,21,7,Empresas,TRACTOMULA,1.17,8,0.44,0.16
SZX596,152,4721.907,147,18,Terceros,TRACTOMULA,8.49,17,0.94,1.13
SZX610,53,1580.517,53,22,Terceros,TRACTOMULA,2.96,15,0.83,0.39
SZX616,6,192.65800000000002,6,1,Terceros,TRACTOMULA,0.34,3,0.17,0.05
SZX678,64,2023.406,64,30,Terceros,TRACTOMULA,3.57,18,1.0,0.47
SZX691,1,6.0,1,1,Empresas,SENCILLO,0.06,1,0.06,0.01
SZX763,1,32.7,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SZX785,14,236.079,14,1,Empresas,TRACTOMULA,0.78,9,0.5,0.1
SZX793,1,34.5,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SZX803,2,63.495999999999995,2,1,Empresas,TRACTOMULA,0.11,1,0.06,0.01
SZX826,2,64.77799999999999,2,2,Terceros,TRACTOMULA,0.11,2,0.11,0.01
SZX836,1,20.0,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SZX870,1,34.5,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SZX878,1,34.5,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SZX879,1,25.334,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SZX912,1,27.0,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SZX918,48,1535.857,46,26,Terceros,TRACTOMULA,2.68,15,0.83,0.36
SZX939,2,52.5,2,2,Empresas,TRACTOMULA,0.11,2,0.11,0.01
SZX980,16,517.352,16,6,Empresas,TRACTOMULA,0.89,12,0.67,0.12
SZY016,33,1034.254,32,19,Terceros,TRACTOMULA,1.84,10,0.56,0.24
SZY039,6,92.16499999999999,6,3,Empresas,TRACTOMULA,0.34,3,0.17,0.05
SZY060,5,158.238,5,4,Terceros,TRACTOMULA,0.28,2,0.11,0.04
SZY082,1,34.5,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SZY086,1,33.0,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SZY102,1,5.3469999999999995,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SZY146,1,34.0,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SZY208,1,32.592,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SZY213,1,34.5,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SZY265,22,693.584,22,16,Terceros,TRACTOMULA,1.23,14,0.78,0.16
SZY308,1,33.364000000000004,1,1,Terceros,TRACTOMULA,0.06,1,0.06,0.01
SZY374,2,59.0,2,2,Empresas,TRACTOMULA,0.11,2,0.11,0.01
SZY393,1,27.367,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SZY413  ,1,18.923,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SZY433,2,63.403000000000006,2,2,Empresas,TRACTOMULA,0.11,2,0.11,0.01
SZY440,2,62.5,2,2,Empresas,TRACTOMULA,0.11,2,0.11,0.01
SZY462,2,62.532,2,2,Empresas,TRACTOMULA,0.11,2,0.11,0.01
SZY482,1,28.555,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SZY503,3,94.019,3,3,Empresas,TRACTOMULA,0.17,3,0.17,0.02
SZY504,8,230.34099999999998,8,5,Empresas,TRACTOMULA,0.45,6,0.33,0.06
SZY506,4,126.436,4,2,Empresas,TRACTOMULA,0.22,2,0.11,0.03
SZY521,1,29.256,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SZY531,1,32.016999999999996,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SZY532,1,33.645,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SZY542,1,30.0,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SZY569,4,118.063,4,2,Empresas,TRACTOMULA,0.22,4,0.22,0.03
SZY597,2,58.015,2,2,Empresas,TRACTOMULA,0.11,2,0.11,0.01
SZY621,15,265.296,15,1,Empresas,TRACTOMULA,0.84,10,0.56,0.11
SZY646,1,34.5,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SZY693,2,24.048000000000002,1,2,Empresas,TRACTOMULA,0.11,1,0.06,0.01
SZY694,22,652.458,22,13,Terceros,TRACTOMULA,1.23,12,0.67,0.16
SZY742,14,483.0,14,2,Empresas,TRACTOMULA,0.78,9,0.5,0.1
SZY787,2,69.0,2,2,Empresas,TRACTOMULA,0.11,2,0.11,0.01
SZY864,109,3232.227,101,43,Terceros,TRACTOMULA,6.09,18,1.0,0.81
SZY895,1,17.0,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SZY935,7,226.03199999999998,7,5,Empresas,TRACTOMULA,0.39,4,0.22,0.05
SZY953,2,32.764,2,2,Empresas,TRACTOMULA,0.11,2,0.11,0.01
SZY954,1,29.129,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SZZ029,19,304.206,19,1,Empresas,TRACTOMULA,1.06,13,0.72,0.14
SZZ049,3,92.681,3,3,Terceros,TRACTOMULA,0.17,2,0.11,0.02
SZZ056,1,32.0,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SZZ110,4,132.065,4,3,Terceros,TRACTOMULA,0.22,2,0.11,0.03
SZZ111,2,37.577999999999996,2,2,Empresas,TRACTOMULA,0.11,2,0.11,0.01
SZZ116,1,33.432,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SZZ138,40,1108.469,38,18,Terceros,TRACTOMULA,2.23,16,0.89,0.3
SZZ155,1,30.0,1,1,Terceros,TRACTOMULA,0.06,1,0.06,0.01
SZZ158,9,289.141,9,3,Empresas,TRACTOMULA,0.5,6,0.33,0.07
SZZ176,54,1083.402,50,17,Terceros,TRACTOMULA,3.02,16,0.89,0.4
SZZ192,2,69.0,2,1,Empresas,TRACTOMULA,0.11,2,0.11,0.01
SZZ201,4,70.52199999999999,4,1,Empresas,TRACTOMULA,0.22,3,0.17,0.03
SZZ216,1,32.385999999999996,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SZZ228,1,32.565,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SZZ236,4,64.009,4,4,Empresas,DOBLETROQUE,0.22,2,0.11,0.03
SZZ449,2,39.621,2,2,Empresas,TRACTOMULA,0.11,1,0.06,0.01
SZZ457,1,16.54,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SZZ564,4,132.93,4,3,Empresas,TRACTOMULA,0.22,2,0.11,0.03
SZZ580,1,24.0,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SZZ594,1,15.45,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SZZ623,2,58.18000000000001,2,2,Terceros,TRACTOMULA,0.11,2,0.11,0.01
SZZ638,5,59.482,5,1,Empresas,TRACTOMULA,0.28,5,0.28,0.04
SZZ663,1,12.522,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SZZ725,2,11.0,2,2,Empresas,TRACTOMULA,0.11,2,0.11,0.01
SZZ726,2,20.872999999999998,2,2,Empresas,TRACTOMULA,0.11,2,0.11,0.01
SZZ727,2,35.617000000000004,2,1,Empresas,TRACTOMULA,0.11,2,0.11,0.01
SZZ786,3,11.452,3,2,Terceros,TURBO,0.17,3,0.17,0.02
SZZ847,1,6.603,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SZZ861,1,1.0,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SZZ866,1,2.0,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SZZ870,4,131.82,4,3,Empresas,TRACTOMULA,0.22,2,0.11,0.03
SZZ875,1,31.485,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
